Tweet,positive,negative,neutral,question,suggestion
"@united so, not only were you Late Flight, you broke my luggage handle. You paying for a new one? http://t.co/nYVV1X3d67",0,1,0,1,0
@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun,0,1,0,0,0
@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!,0,1,0,0,0
@united can you not see the thread?,0,0,0,1,0
@united poor old United: never seem to get the response right :),0,1,0,0,0
@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport,0,1,0,0,0
@united also why can't I pre-select seats on SFO-&gt YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.,0,0,0,1,0
@united does forelock guarantee the fare only or fare &amp  seats?,0,0,0,1,0
"Hypocrisy RT @united @gg8929 I'm sorry, we're not able to offer a full refund because the exchange rate is not what you were hoping for. ^KP",0,0,1,0,0
@united I shouldn't have to spend my own $$$ on a hotel because of a weather delay. The weather being something COMPLETELY OUT OF MY CONTROL,0,1,1,0,0
@united  eventually.  You should approach bags like @AlaskaAir  they get it.,0,0,1,0,0
@united What if my NYC flight is delayed and I miss my connection to Sacramento from Chicago?,0,0,0,1,0
@united said they would give us a refund. 30 days Late Flightr NO refund.,0,1,0,0,0
@united how can you not know the weight of our plane after us sitting on the plane for 2.5 hrs? Not convinced your company is safe for flt.,0,1,0,1,0
@united we showed up to our flight several hours early. Tried to call &amp  was on hold 15 min b/f call disconnected.,0,1,0,0,0
"@united if your policy changed, you must advise at the time of purchase.  Same if you choose to vary it by airport!  We want a FULL refund!!",0,0,0,0,1
"@united wanted to, but you Cancelled Flightled my tickets.... They were too special i guess even for united.",0,0,1,0,0
@united I'm 0/3 for Flight Booking Problems without major problems. 0% isn't bad!??,0,1,0,1,0
@united @el_ingeniero don't check your baggage if you don't have to.  They will lose it!,0,0,1,0,0
@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,0,0,1,0,0
@united well perhaps you could highlight where that is stated.  We travel between Canada &amp  USA on United with only Nexus,0,0,1,0,0
"@united how can you not know, after two hours of us sitting on the plane with no bags off loaded, the planes weight?!",0,1,0,1,0
@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp  heading back to the gate. #connection?,0,1,1,1,0
@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,0,0,0,0,1
"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line.",0,0,1,0,0
"@united Now submitted for the third time, please check and confirm receipt. Have taken screen shots in case it disappears again. Thanks",1,0,1,0,0
@united if our already rescheduled flight is Cancelled Flightled is our hotel room paid for?,0,0,1,1,0
@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!,1,0,0,0,0
"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",0,0,0,1,0
@united flight UA3364 been sitting on tarmac for 30 mins with no report as to why...any input?,0,0,0,1,0
@united A 3rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.,1,0,1,0,0
"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",1,0,1,0,0
@united just tried to log in and was told e-mail log in not currently available,0,0,1,0,0
@united @gg8929 so why did you Cancelled Flight tickets for thousands of people when you didn't like the exchange rate? #doublestandards,0,1,0,1,0
@united do you have an e-mail address I can write my account to? Might be less likely to disappear,0,0,1,1,0
"@united so I wasted 40mins filling in 2 online forms you are telling me you didn't receive, how do I know this won't happen this time?",0,1,0,1,0
@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail,0,1,0,1,0
@united @UnitedAppeals @gg8929 What kind of hypocrisy is that? Only Cancelled Flightling tickets with bad exchange rate if in your advantage #united,0,1,0,1,0
@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.,0,1,0,1,0
@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.,0,1,1,0,0
@united They couldn't get me first class on any of their flights so I just rebooked myself.,0,0,1,0,0
@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,0,1,0,1,0
@united I'll be sending/posting complete details of the circumstances surrounding this matter.  United airlines should be ashamed.,0,1,0,1,0
@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(,0,1,0,1,0
@united JT thanks for your help I’ll complete the form once we are back home,1,0,0,0,0
"@united missed it.  Incoming on time, then Sat for 30, then no jetbridge driver...missed a 45min connection from an on time flight...",0,1,0,0,0
@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :),1,0,0,0,0
@united Allright! Last question : the power outlets on my flight are available in the premium cabin. Does that include economy plus cabin?,0,0,0,1,0
"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)",0,0,1,0,0
@united yes still need assistance I don't have a flight home due to change in flight u made I miss all connections !,0,1,1,0,0
@united I believe you have to follow me in order for me send you a DM,0,0,1,0,0
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,0,0,1,1,0
"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com",0,0,1,1,0
@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.,0,1,0,1,0
"@united My flight UA1159 to Denver for #RMOUG15 has been re-cheduled 5 times.
If I am no show, you'll know why! Ridiculous.",0,1,0,1,0
@united you're just using automated  responses and don't have the decency to actually care/respond,0,1,0,1,0
@united JT the issue is with missed connections early gate closings and zero concern from customer service,0,1,0,1,0
"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",0,1,1,0,0
@united Can you explain how it rewards us elite Premiere 1K members?,0,0,1,1,0
@united for our birthdays my fiancé &amp  I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,1,0,1,0,0
@united I’m resending the confirmation code in a DM,0,0,1,0,0
@united I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,0,1,0,0,0
@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz,0,1,0,0,0
"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?",0,0,1,1,0
@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,1,0,1,0,0
@united no claim number. Haven't been back to iAd baggage since. Is there a phone I can call to speak to someone?,0,0,1,1,0
"@united do you think there Will problems at Newark, NJ on Saturday due to expected snow?",0,0,1,1,0
"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",1,0,1,0,0
@united worst service ever i hate u,0,1,0,0,0
@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,1,0,0,1,0
@united can't believe United can't find someone to just simply check a seat back for a missing passport. Loved United but debating choice,1,1,0,0,0
@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,0,1,0,0,0
@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,1,0,0,0,0
@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.,0,1,0,0,0
@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,0,0,1,0,0
@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..?...,0,1,0,1,0
"@united sorry, I hate united. i won't get to see my family until Thursday",0,1,0,0,0
@united Thanks for the timely service &amp  great staff getting my wife and me to and from Cancun this past week for our honeymoon.,1,0,1,0,0
@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,0,0,1,0,0
"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",0,1,0,0,0
"@united No, I do not. I was only given a Flight Booking Problems reference number.",0,1,0,0,0
@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,0,1,0,1,0
"@united thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",0,1,1,0,0
@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. We are done flying #UnitedAirlines.,0,1,1,0,0
@united can you send me another confirmation email?,0,0,1,1,0
@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,0,0,0,0,1
@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,1,0,0,1,0
